wyId;shortName;firstName;middleName;lastName;height;weight;birthDate;foot;currentTeamId;currentNationalTeamId;gender;status;imageDataURL;seasonId_x;birthAreaName;passportAreaName;roleName;competitionId_x;teamName;teamImage;playerId;competitionId_y;seasonId_y;positions;matches;matchesInStart;matchesSubstituted;matchesComingOff;minutesOnField;minutesTagged;goals;assists;shots;headShots;yellowCards;redCards;directRedCards;penalties;linkupPlays;duels;duelsWon;defensiveDuels;defensiveDuelsWon;offensiveDuels;offensiveDuelsWon;aerialDuels;aerialDuelsWon;fouls;passes;successfulPasses;smartPasses;successfulSmartPasses;passesToFinalThird;successfulPassesToFinalThird;crosses;successfulCrosses;forwardPasses;successfulForwardPasses;backPasses;successfulBackPasses;throughPasses;successfulThroughPasses;keyPasses;successfulKeyPasses;verticalPasses;successfulVerticalPasses;longPasses;successfulLongPasses;dribbles;successfulDribbles;interceptions;defensiveActions;successfulDefensiveAction;attackingActions;successfulAttackingActions;freeKicks;freeKicksOnTarget;directFreeKicks;directFreeKicksOnTarget;corners;successfulPenalties;successfulLinkupPlays;accelerations;pressingDuels;pressingDuelsWon;looseBallDuels;looseBallDuelsWon;missedBalls;shotAssists;shotOnTargetAssists;recoveries;opponentHalfRecoveries;dangerousOpponentHalfRecoveries;losses;ownHalfLosses;dangerousOwnHalfLosses;xgShot;xgAssist;xgSave;receivedPass;touchInBox;progressiveRun;offsides;clearances;secondAssists;thirdAssists;shotsBlocked;foulsSuffered;progressivePasses;counterpressingRecoveries;slidingTackles;goalKicks;dribblesAgainst;dribblesAgainstWon;goalKicksShort;goalKicksLong;shotsOnTarget;successfulProgressivePasses;successfulSlidingTackles;successfulGoalKicks;fieldAerialDuels;fieldAerialDuelsWon;gkCleanSheets;gkConcededGoals;gkShotsAgainst;gkExits;gkSuccessfulExits;gkAerialDuels;gkAerialDuelsWon;gkSaves;newDuelsWon;newDefensiveDuelsWon;newOffensiveDuelsWon;newSuccessfulDribbles;lateralPasses;successfulLateralPasses;passLength;longPassLength;dribbleDistanceFromOpponentGoal;ballRecoveries;ballLosses;duels_Effectiveness;defensiveDuels_Effectiveness;offensiveDuels_Effectiveness;aerialDuels_Effectiveness;pressingDuels_Effectiveness;looseBallDuels_Effectiveness;dribblesAgainst_Effectiveness;fieldAerialDuels_Effectiveness;gkAerialDuels_Effectiveness;shots_Effectiveness;smartPasses_Effectiveness;passesToFinalThird_Effectiveness;forwardPasses_Effectiveness;backPasses_Effectiveness;throughPasses_Effectiveness;keyPasses_Effectiveness;verticalPasses_Effectiveness;longPasses_Effectiveness;attackingActions_Effectiveness;linkupPlays_Effectiveness;progressivePasses_Effectiveness;slidingTackles_Effectiveness;dribbles_Effectiveness;gkShotsAgainst_Effectiveness;POS1;POS2;POS3;Pos_principal;Nombre_Completo;Edad
125463;J. Mora;Joseph Martín;;Mora Cortéz;175;60;1993-01-15;left;16834;16871;male;active;https://cdn5.wyscout.com/photos/players/public/43763_100x130.png;190537;Costa Rica;Costa Rica;Defender;81;Deportivo Saprissa;https://cdn5.wyscout.com/photos/team/public/671_120x120.png;125463;81;190537;Left Wingback;3;1;1;2;139;139;0;0,65;0;0;0;0;0;0;0;7,12;3,24;2,59;1,94;2,59;0,65;1,29;1;0;19,42;16,83;0;0;1,94;1,94;1,94;0,65;6,47;5,83;6,47;6,47;0;0;0,65;0,65;3,24;2,59;3,24;2,59;0;0;1,94;4,53;4,53;1,94;0,65;0;0;0;0;0;0;0;0;3;0;0,65;0;0;0,65;0,65;5;1,29;0;4,53;1,29;0;0;0,06;0;15,54;0;0,65;0;0,65;0;0;0;0,65;4,53;1,94;0;0;0;0;0;0;0;3,88;0;0;1,29;0,65;0;0;0;0;0;0;0;0;3,88;2,59;0,65;0;3,24;2,59;14,82;28,96;0;3,24;0;45,51;100;25,1;77,52;0;0;0;50,39;0;0;0;100;90,11;100;0;100;79,94;79,94;33,51;0;85,65;0;0;0;Left Wingback;;;LAT IZQ;Joseph Martín Mora Cortéz;32
116898;D. Machís;Darwin Daniel;;Machís Marcano;171;65;1993-02-07;right;690;15757;male;active;https://cdn5.wyscout.com/photos/players/public/80054_100x130.png;190537;Venezuela;Spain;Midfielder;81;Real Valladolid;https://cdn5.wyscout.com/photos/team/public/59_120x120.png;116898;81;190537;Left Attacking Midfielder;3;2;2;1;138;138;0;0;2,61;0;1,3;0;0;0;1,96;16,3;6,52;5,87;0,65;8,48;5,87;0;0;1,96;23,48;13,04;0;0;1,3;0,65;8,48;2,61;4,57;1,3;3,91;3,91;0;0;1,3;1,3;9,78;4,57;3,26;1,3;6,52;5,87;4,57;10,44;7,83;17,61;7,17;0;0;0;0;2,61;0;1,3;0;4;0;1,96;0;0;1,3;1,3;3;0;0;10,43;2,61;0,65;0,13;0,09;0;13,04;3,26;2,61;0;0;0;0;0,65;0;5,22;0,65;0;0;1,3;0,65;0;0;0;3,91;0;0;0;0;0;0;0;0;0;0;0;0;7,83;3,26;4,57;4,57;9,78;4,57;24,44;38,18;12,73;1,96;0;40;55,54;69,22;0;0;0;50;0;0;0;0;50;28,45;100;0;100;46,73;39,88;40,72;66,33;74,9;0;70,09;0;Left Attacking Midfielder;;;MED OF;Darwin Daniel Machís Marcano;32
488736;E. Guerrero;Eduardo Antonio;;Guerrero Lozcano;180;70;2000-02-21;right;14503;17929;male;active;https://cdn5.wyscout.com/photos/players/public/g471806_100x130.png;190537;Panama;Panama;Forward;81;Dynamo Kyiv;https://cdn5.wyscout.com/photos/team/public/1036_120x120.png;488736;81;190537;Striker;4;1;1;3;133;133;0,68;0,68;2,03;0,68;0,68;0;0;0;0,68;13,53;4,06;2,71;0,68;5,41;2,03;3,38;1;2,03;16,24;12,86;0;0;0,68;0,68;1,35;0,68;1,35;0,68;6,77;6,09;0;0;0;0;3,38;2,71;0;0;2,71;2,03;2,03;4,74;4,06;6,09;2,71;0;0;0;0;0;0;0,68;0;10;0;2,03;0,68;1,35;0;0;5;2,71;0,68;9,47;1,35;0;0,19;0;0;12,18;4,74;0;0;0,68;0,68;0;0;0,68;0,68;2,71;0;0;0;0;0;0;0,68;0,68;0;0;3,38;0,68;0;0;0;0;0;0;0;0;4,74;2,03;1,35;1,35;3,38;2,71;12,09;0;21,83;3,38;0;30,01;74,91;37,52;29,59;0;33,5;0;20,12;0;33,5;0;100;50,37;89,96;0;0;80,18;0;44,5;100;100;0;49,82;0;Striker;;;DEL;Eduardo Antonio Guerrero Lozcano;25
471052;D. Bernard;Di'Shon;;Bernard;189;81;2000-10-14;right;1666;;male;active;https://cdn5.wyscout.com/photos/players/public/g459555_100x130.png;190537;England;Jamaica;Defender;81;Sheffield Wednesday;https://cdn5.wyscout.com/photos/team/public/328_120x120.png;471052;81;190537;Right Centre Back (3 at the back);2;2;2;0;128;128;0;0;0,7;0,7;0;0;0;0;0;9,84;4,92;5,63;2,81;1,41;0;0,7;1;2,11;27,42;22,5;0;0;4,92;2,81;0;0;14,06;11,25;1,41;0,7;0;0;0;0;8,44;7,73;6,33;3,52;0;0;6,33;12,66;10,55;0,7;0,7;0;0;0;0;0;0;0;0;0;0;2,11;1,41;0;0;0;11;0;0;4,22;2,11;1,41;0,04;0;0;15,47;0,7;0;0;4,22;0;0;0,7;0;7,03;4,92;0,7;0;1,41;1,41;0;0;0,7;4,92;0;0;0,7;0,7;0;0;0;0;0;0;0;0;5,63;3,52;0;0;8,44;7,73;24,67;53,34;0;7,73;0;50;62,52;0;142,86;0;66,82;100;100;0;100;0;57,11;80,01;49,65;0;0;91,59;55,61;100;0;69,99;0;0;0;Right Centre Back;;;DFC;Di'Shon Bernard;24
545296;Y. Musah;Yunus Dimoara;;Musah;178;71;2002-11-29;right;3157;8134;male;active;https://cdn5.wyscout.com/photos/players/public/g517888_100x130.png;190537;United States;England;Midfielder;81;Milan;https://cdn5.wyscout.com/photos/team/public/1_120x120.png;545296;81;190537;Left Centre Midfielder;2;1;1;1;126;126;0;0;0;0;0;0;0;0;0;18,57;5,71;7,14;1,43;5;2,14;2,14;1;2,14;29,29;26,43;0,71;0;4,29;4,29;0,71;0;5,71;4,29;8,57;8,57;0,71;0;0;0;10;8,57;0,71;0;1,43;1,43;2,14;10,71;7,86;2,85;1,43;0;0;0;0;0;0;0;1,43;5;0;4,29;1,43;0;0;0;15;5,71;0,71;6,43;2,86;0;0;0;0;16,43;0;2,86;0;0;0;0;0;0,71;0;6,43;1,43;0;2,14;2,14;0;0;0;0;0,71;0;2,14;0,71;0;0;0;0;0;0;0;0;8,57;4,29;2,14;1,43;10;8,57;17,12;28,23;10,75;10,71;0;30,75;60,08;42,8;46,73;0;33,33;100;33,18;0;0;0;100;75,13;100;0;0;85,7;0;50,18;0;0;49,65;100;0;Left Centre Midfielder;;;MED MIX;Yunus Dimoara Musah;22
497352;J. Yeboah;John;;Yeboah Zamora;170;68;2000-06-23;left;3191;15797;male;active;https://cdn5.wyscout.com/photos/players/public/g477856_100x130.png;190537;Germany;Ecuador;Midfielder;81;Venezia;https://cdn5.wyscout.com/photos/team/public/201_120x120.png;497352;81;190537;Right Attacking Midfielder;3;2;2;1;124;124;0;0,73;2,18;0;0;0;0;0;1,45;19,6;8,71;5,08;0,73;7,98;5,81;2,9;1;2,18;14,52;12,34;0;0;0;0;0,73;0,73;2,9;2,18;4,35;4,35;0;0;0,73;0,73;5,08;4,35;0;0;3,63;3,63;1,45;7,26;5,08;6,54;3,63;0;0;0;0;0;0;0,73;1,45;4;0;3,63;1,45;0;1,45;0,73;5;1,45;0;5,08;2,18;1,45;0,09;0,07;0;12,34;2,18;2,18;0;0;0;0;0;2,18;6,53;0,73;0,73;0;0;0;0;0;0,73;4,35;0;0;2,9;0,73;0;0;0;0;0;0;0;0;7,98;2,9;2,9;2,18;5,08;4,35;15,59;0;24,57;3,63;0;44,44;57,09;72,81;34,48;0;39,94;0;25,17;0;33,49;0;0;75,17;100;0;100;85,63;0;55,5;50,34;66,62;0;60,06;0;Right Attacking Midfielder;;;MED OF;John Yeboah Zamora;24
588605;C. Harvey;Carlos Miguel;;Harvey Cesneros;184;73;2000-02-03;right;8095;17929;male;active;https://cdn5.wyscout.com/photos/players/public/g-103147_100x130.png;190537;Panama;Panama;Midfielder;81;Minnesota United;https://cdn5.wyscout.com/photos/team/public/g14860_120x120.png;588605;81;190537;Left Centre Back (3 at the back);2;1;1;1;123;123;0;0;0;0;0;0;0;0;0;12,44;6,59;5,85;2,93;4,39;2,2;1,46;1;0,73;48,29;44,63;0,73;0,73;5,12;3,66;0;0;16,83;14,63;1,46;1,46;2,2;1,46;0;0;21,95;21,22;5,12;2,2;2,2;2,2;2,2;8,05;6,59;2,93;2,2;0;0;0;0;0;0;0;0,73;2;0;0,73;0,73;0;0,73;0;9;1,46;0;2,93;1,46;0;0;0,01;0;37,32;0;0;0;2,2;0;0;0;0,73;5,12;2,2;0;0;2,93;2,2;0;0;0;5,12;0;0;1,46;0,73;0;0;0;0;0;0;0;0;7,32;4,39;1,46;1,46;21,95;21,22;20,98;47,96;30,45;6,59;0;52,97;75,04;50,11;68,49;0;100;75,09;50;0;0;100;71,48;86,93;100;66,36;0;96,67;42,97;75,09;0;100;0;66,36;0;Left Centre Back;;;DFC;Carlos Miguel Harvey Cesneros;25
558127;R. Fernández;Roberto Carlos;;Fernández Toro;174;71;1999-07-12;left;64786;10491;male;active;https://cdn5.wyscout.com/photos/players/public/g-72710_100x130.png;190537;Bolivia;Bolivia;Defender;81;Akron Togliatti;https://cdn5.wyscout.com/photos/team/public/g-10613_120x120.png;558127;81;190537;Left Back (5 at the back);2;2;2;0;123;123;0;0;0,73;0;0;0;0;0;0;22,68;10,98;9,51;1,46;8,05;5,12;2,2;3;0,73;32,2;19,76;0,73;0;5,12;2,2;1,46;0;12,44;5,85;5,85;5,12;0,73;0;0;0;7,32;4,39;2,2;1,46;3,66;2,2;2,93;12,44;5,85;6,58;2,2;0;0;0;0;0;0;0;2,2;7;0;2,93;2,2;0;0,73;0;8;2,93;0;15,37;6,59;1,46;0,03;0,01;0;23,41;0,73;0,73;0;1,46;0;0;0;2,2;8,78;1,46;0;0;5,12;0,73;0;0;0,73;3,66;0;0;2,2;2,2;0;0;0;0;0;0;0;0;10,98;2,93;3,66;1,46;7,32;4,39;19,89;55,42;35,7;5,85;1,46;48,41;30,81;63,6;136,36;0;75,09;14,26;100;0;100;0;42,97;47,03;87,52;0;0;59,97;66,36;33,43;0;41,69;0;39,89;0;Left Back;;;LAT IZQ;Roberto Carlos Fernández Toro;25
413747;H. Caballero;Hernesto Ezequiel;;Caballero Benítez;183;73;1991-04-09;right;15483;15516;male;active;https://cdn5.wyscout.com/photos/players/public/g431624_100x130.png;190537;Paraguay;Paraguay;Midfielder;81;Libertad;https://cdn5.wyscout.com/photos/team/public/508_120x120.png;413747;81;190537;Left Centre Midfielder;3;1;1;2;121;121;0;0;0;0;0,74;0;0;0;0;15,62;7,44;7,44;2,23;2,23;0,74;3,72;4;2,98;53,55;45,37;0;0;0,74;0;0;0;16,36;10,41;12,64;12,64;1,49;0,74;0;0;14,13;13,39;4,46;0,74;0,74;0;4,46;14,13;11,16;0,74;0;0;0;0;0;0;0;0;0;6;0;2,23;1,49;0,74;0;0;19;5,21;0,74;11,16;2,23;0,74;0;0;0;33,47;0;1,49;0;1,49;0;0;0,74;0,74;2,98;6,69;2,23;0;3,72;1,49;0;0;0;2,23;2,23;0;3,72;2,98;0;0;0;0;0;0;0;0;9,67;4,46;0,74;0;14,13;13,39;17,99;18,57;8,77;14,13;0;47,63;59,95;33,18;107,53;0;66,82;40,05;80,11;0;0;0;0;63,63;100;49,66;0;94,76;16,59;0;0;74,83;100;0;0;Left Centre Midfielder;;;MED MIX;Hernesto Ezequiel Caballero Benítez;33
524120;M. Choinière;Mathieu;;Choinière;175;68;1999-02-07;right;6411;15024;male;active;https://cdn5.wyscout.com/photos/players/public/g498999_100x130.png;190537;Canada;Canada;Midfielder;81;Grasshopper;https://cdn5.wyscout.com/photos/team/public/582_120x120.png;524120;81;190537;Left Defensive Midfielder;2;1;0;1;121;121;0;0;0;0;0;0;0;0;0;17,85;5,21;7,44;1,49;8,18;3,72;1,49;0;2,23;45,37;42,4;0,74;0,74;6,69;6,69;0,74;0;12,64;12,64;6,69;6,69;0;0;0;0;11,16;8,93;0,74;0;1,49;0;3,72;11,16;6,69;2,97;0,74;1,49;0;0;0;2,23;0;0;0,74;0;0;0,74;0;0;0;0;5;2,23;0;8,93;2,23;0;0;0;0;34,96;1,49;3,72;0;2,23;0;0;0,74;2,23;5,21;2,23;0;0;2,98;1,49;0;0;0;4,46;0;0;1,49;0;0;0;0;0;0;0;0;0;6,69;2,98;3,72;0;11,16;8,93;15,21;23;39,1;3,72;0;29,19;40,05;45,48;0;0;0;50;0;0;0;100;100;100;100;0;0;80,02;0;24,92;0;85,6;0;0;0;Left Defensive Midfielder;;;MED;Mathieu Choinière;26
482004;N. Giménez;Néstor Rafael;;Giménez Florentín;174;72;1997-07-24;left;15483;15516;male;active;https://cdn5.wyscout.com/photos/players/public/g468096_100x130.png;190537;Paraguay;Paraguay;Defender;81;Libertad;https://cdn5.wyscout.com/photos/team/public/508_120x120.png;482004;81;190537;Left Back;2;1;0;1;118;118;0;0;0;0;0;0;0;0;0;20,59;3,81;12,2;0,76;3,81;1,53;0;0;2,29;58,73;50,34;0;0;9,15;6,1;4,58;2,29;22,12;18,31;6,86;6,86;0;0;0;0;20,59;17,54;2,29;0,76;0;0;1,53;14,49;9,15;4,58;2,29;0;0;0;0;0;0;0;0;2;0;4,58;1,53;0,76;0;0;12;4,58;0,76;6,1;0,76;0,76;0;0;0;43,47;0,76;5,34;0,76;0;0;0;0;0;11,44;3,81;0,76;0;3,81;1,53;0;0;0;11,44;0;0;0;0;0;0;0;0;0;0;0;0;9,15;6,86;0,76;0;20,59;17,54;18,11;20,42;0;9,15;0;18,5;56,23;40,16;0;0;33,41;40,16;0;0;0;0;66,67;82,78;100;0;0;85,19;33,19;50;0;100;0;0;0;Left Back;;;LAT IZQ;Néstor Rafael Giménez Florentín;27
251174;M. Bolados;Marcos Nikolás;;Bolados Hidalgo;172;71;1996-02-28;right;12288;12381;male;active;https://cdn5.wyscout.com/photos/players/public/g282917_100x130.png;190537;Chile;Chile;Forward;81;Colo Colo;https://cdn5.wyscout.com/photos/team/public/539_120x120.png;251174;81;190537;Left Winger;3;0;0;3;115;115;0;0;0;0;0;0;0;0;0;30,52;10,96;8,61;3,13;16,43;7,04;3,91;0;3,91;16,43;4,7;0;0;0,78;0,78;3,13;0;4,7;0,78;4,7;1,57;0;0;0;0;0,78;0,78;0;0;5,48;4,7;3,13;12,52;7,83;8,61;0,78;0;0;0;0;0;0;0;0;5;0;1,57;0,78;2,35;0;0;5;2,35;0;16,43;3,13;0;0;0;0;10,17;3,91;0,78;1,57;0;0;0;0;1,57;1,57;3,13;0,78;0;0,78;0,78;0;0;0;0,78;0,78;0;3,91;0;0;0;0;0;0;0;0;0;7,83;3,91;3,13;0,78;0,78;0,78;12,87;0;19,6;3,91;0,78;35,91;45,41;42,85;0;0;49,68;100;0;0;0;0;100;16,6;33,4;0;0;100;0;9,06;0;49,68;100;14,23;0;Left Winger;;;EXTR;Marcos Nikolás Bolados Hidalgo;29
602620;T. Buchanan;Tajon;;Buchanan;183;69;1999-02-08;right;682;15024;male;active;https://cdn5.wyscout.com/photos/players/public/g-117137_100x130.png;190537;Canada;Jamaica;Midfielder;81;Villarreal;https://cdn5.wyscout.com/photos/team/public/55_120x120.png;602620;81;190537;Right Winger;3;1;1;2;114;114;0;0;1,58;0;0;0;0;0;0;14,21;3,16;4,74;0;7,11;1,58;0;0;1,58;18,95;14,21;0;0;0,79;0,79;2,37;0;7,11;5,53;7,11;7,11;0;0;0;0;3,16;0,79;1,58;0,79;1,58;0,79;0,79;5,53;2,37;5,53;1,58;0;0;0;0;0;0;0;0,79;12;0;2,37;1,58;0,79;0,79;0;4;0;0;5,53;2,37;0;0,29;0,05;0;15;5,53;3,95;0;0;0;0;0;0;4,74;0,79;0;0;3,16;1,58;0;0;0,79;2,37;0;0;0;0;0;0;0;0;0;0;0;0;4,74;1,58;1,58;0,79;3,16;0,79;21,83;14,92;11,2;3,16;0;22,24;33,33;22,22;0;0;66,67;50;0;0;50;0;100;77,78;100;0;0;25;50;28,57;0;50;0;50;0;Right Winger;;;EXTR;Tajon Buchanan;26
522652;M. Ugalde;Manfred Alonso;;Ugalde Arce;173;70;2002-05-25;right;13888;16871;male;active;https://cdn5.wyscout.com/photos/players/public/g498264_100x130.png;190537;Costa Rica;Costa Rica;Forward;81;Spartak Moskva;https://cdn5.wyscout.com/photos/team/public/1011_120x120.png;522652;81;190537;Striker;2;2;2;0;114;114;0;0;0;0;1,58;0;0;0;0,79;25,26;6,32;7,11;0,79;7,89;2,37;6,32;4;5,53;3,95;2,37;0;0;0,79;0;0;0;1,58;0,79;0,79;0,79;0;0;0;0;0;0;0,79;0;0;0;1,58;9,48;5,53;0;0;0;0;0;0;0;0;0;0;9;0;3,95;0;0,79;0;0;1;0;0;11,84;3,16;0;0;0;0;3,16;0;0;0;1,58;0;0;0;3,16;0;0;0,79;0;0;0;0;0;0;0;0;0;6,32;3,16;0;0;0;0;0;0;0;0;8,68;3,16;2,37;0;0;0;14,51;24,41;0;0,79;0;25,02;44,44;30,04;63,29;0;0;0;50;0;0;0;0;50;100;0;0;0;0;0;0;0;0;0;0;Striker;;;DEL;Manfred Alonso Ugalde Arce;22
550283;R. Pepi;Ricardo Daniel;;Pepi;185;77;2003-01-09;right;11;8134;male;active;https://cdn5.wyscout.com/photos/players/public/g523964_100x130.png;190537;United States;Mexico;Forward;81;PSV;https://cdn5.wyscout.com/photos/team/public/140_120x120.png;550283;81;190537;Striker;3;0;0;3;114;114;0;0;5,53;0,79;0;0;0;0;3,16;13,42;1,58;3,16;0;4,74;0,79;3,16;0;0;22,89;19,74;0;0;0,79;0,79;0;0;2,37;1,58;7,89;7,11;0;0;0,79;0,79;7,11;7,11;0;0;0;0;0,79;3,95;3,16;5,53;3,95;0;0;0;0;0;0;3,16;0;8;0;2,37;0,79;0,79;1,58;0,79;4;1,58;0;3,95;1,58;0;1,64;0,11;0;13,42;7,11;0;0;0;0;0;0;0,79;0,79;1,58;0;0;0,79;0;0;0;3,95;0;0;0;3,16;0;0;0;0;0;0;0;0;0;3,95;2,37;0,79;0;7,11;7,11;12,39;0;0;3,16;0;11,77;75;16,67;0;0;33,33;0;0;0;71,43;0;100;66,67;90,11;0;100;100;0;71,43;100;0;0;0;0;Striker;;;DEL;Ricardo Daniel Pepi;22
116830;W. Ángel;Wilker José;;Ángel Romero;188;84;1993-03-18;right;5650;15757;male;active;https://cdn5.wyscout.com/photos/players/public/69812_100x130.png;190537;Venezuela;Venezuela;Defender;81;Juventude;https://cdn5.wyscout.com/photos/team/public/507_120x120.png;116830;81;190537;Left Centre Back;3;1;0;2;113;113;0;0;0;0;0;0;0;0;0;7,17;3,19;3,98;1,59;0;0;1,59;1;0,8;30,27;27,88;0;0;3,98;3,19;0;0;15,93;13,54;0;0;0,8;0,8;0;0;11,95;11,95;2,39;1,59;0;0;2,39;6,37;4,78;0;0;0;0;0;0;0;0;0;0;0;0;1,59;0,8;0;0;0;10;1,59;0;2,39;0,8;0;0;0;0;23,1;0;0;0;1,59;0;0,8;0;0;7,17;3,98;0;0;1,59;0;0;0;0;6,37;0;0;1,59;0,8;0;0;0;0;0;0;0;0;3,98;2,39;0;0;11,95;11,95;22,17;32,16;0;7,96;0;44,49;60,05;0;62,89;0;50,31;0;50,31;0;0;0;80,15;85;0;100;0;100;66,53;0;0;88,84;0;0;0;Left Centre Back;;;DFC;Wilker José Ángel Romero;32
76709;F. Saucedo;Fernando Javier;;Saucedo Pereyra;172;73;1990-03-15;right;57801;10491;male;active;https://cdn5.wyscout.com/photos/players/public/31548_100x130.png;190537;Bolivia;Bolivia;Midfielder;81;Always Ready;https://cdn5.wyscout.com/photos/team/public/g37904_120x120.png;76709;81;190537;Right Centre Midfielder;2;1;0;1;111;111;0;0;0,81;0;0;0;0;0;0;17,84;4,05;8,92;0;7,3;3,24;0,81;0;2,43;34,05;25,95;0;0;9,73;6,49;0,81;0,81;10,54;4,05;4,05;4,05;0,81;0;0;0;16,22;15,41;3,24;0,81;4,05;3,24;1,62;10,54;6,49;5,67;2,43;1,62;0,81;0,81;0,81;0,81;0;0;0;6;0;0,81;0,81;0,81;0,81;0;4;3,24;0,81;8,92;1,62;0;0,06;0,01;0;24,32;0;0,81;0;0;0;0;0;0;4,86;1,62;0;0;4,86;2,43;0;0;0,81;4,05;0;0;0,81;0;0;0;0;0;0;0;0;0;6,49;4,86;0,81;0,81;16,22;15,41;19,49;35,6;26,55;3,24;0;22,7;54,48;44,38;0;0;100;50;0;0;100;0;66,7;38,43;100;0;0;95,01;25;42,86;0;83,33;0;20;0;Right Centre Midfielder;;;MED MIX;Fernando Javier Saucedo Pereyra;35
364082;E. Palacios;Exequiel Alejandro;;Palacios;176;69;1998-10-05;right;2446;12274;male;active;https://cdn5.wyscout.com/photos/players/public/g398818_100x130.png;190537;Argentina;Argentina;Midfielder;81;Bayer Leverkusen;https://cdn5.wyscout.com/photos/team/public/94_120x120.png;364082;81;190537;Left Centre Midfielder;2;1;0;1;111;111;0;0;0;0;0;0;0;0;0;15,41;5,68;4,05;0;6,49;4,05;4,05;2;0,81;54,32;48,65;0;0;2,43;2,43;0;0;17,03;14,59;10,54;10,54;0;0;0;0;13,78;12,16;0,81;0;0;0;3,24;8,1;5,68;0;0;0;0;0;0;0;0;0;0;2;0;0,81;0;0;0;0;5;2,43;0;8,11;5,68;1,62;0;0;0;47,84;0;0;0;0,81;0;0;0;4,05;7,3;4,05;0,81;0;1,62;0,81;0;0;0;3,24;0,81;0;4,05;1,62;0;0;0;0;0;0;0;0;7,3;1,62;4,05;0;13,78;12,16;10,95;10,03;0;4,05;0;36,86;40;62,4;49,38;0;0;50;40;0;0;0;100;85,67;100;0;0;88,24;0;0;0;44,38;100;0;0;Left Centre Midfielder;;;MED MIX;Exequiel Alejandro Palacios;26
14909;P. Guerrero;José Paolo;;Guerrero Gonzáles;185;86;1984-01-01;right;15526;15594;male;active;https://cdn5.wyscout.com/photos/players/public/2487_100x130.png;190537;Peru;Peru;Forward;81;Alianza Lima;https://cdn5.wyscout.com/photos/team/public/551_120x120.png;14909;81;190537;Striker;3;1;1;2;110;110;0;0;0,82;0;0,82;0;0;0;0,82;29,45;13,91;1,64;0;4,09;0,82;17,18;13;3,27;10,64;9;0;0;0;0;0;0;1,64;0,82;2,45;1,64;0;0;0;0;3,27;3,27;0;0;0;0;2,45;4,09;3,27;0,82;0,82;0,82;0,82;0,82;0,82;0;0;0,82;0;5;0;6,55;2,45;0;0,82;0;1;0,82;0;13,09;1,64;0;0,07;0,05;0;5,73;1,64;0;0,82;0,82;0;0;0,82;1,64;0,82;0,82;0;0;0;0;0;0;0,82;0;0;0;17,18;10,64;0;0;0;0;0;0;0;0;14,73;0,82;0,82;0;3,27;3,27;14,46;0;0;0,82;0;47,23;50;20,05;75,67;0;37,4;0;61,93;0;100;0;0;50;66,94;0;0;100;0;100;100;0;0;0;0;Striker;;;DEL;José Paolo Guerrero Gonzáles;41
449721;O. Sonne;Oliver;;Sonne;184;76;2000-11-10;right;21008;15594;male;active;https://cdn5.wyscout.com/photos/players/public/g-45270_100x130.png;190537;Denmark;Peru;Defender;81;Burnley Academy;https://cdn5.wyscout.com/photos/team/public/2263_120x120.png;449721;81;190537;Right Back (5 at the back);2;1;0;1;107;107;0;0;0;0;0;0;0;0;0;7,57;2,52;2,52;0,84;2,52;0,84;2,52;1;0;19,35;14,3;0;0;1,68;0,84;0,84;0;8,41;5,05;5,05;5,05;0;0;0;0;3,36;2,52;0,84;0,84;0,84;0;5,89;8,41;7,57;1,68;0;0;0;0;0;0;0;0;0;3;0;0;0;0,84;0;0;6;0;0;5,89;2,52;0;0;0;0;12,62;0,84;0;0;2,52;0;0;0;0;3,36;0;0;0;1,68;1,68;0;0;0;0,84;0;0;2,52;0,84;0;0;0;0;0;0;0;0;3,36;1,68;0,84;0;3,36;2,52;19,13;14,01;45,15;5,05;0;33,29;66,67;33,33;39,68;0;0;100;33,33;0;0;0;50;60,05;100;0;0;75;100;0;0;25;0;0;0;Right Back;;;LAT DER;Oliver Sonne;24
747815;A. Minda;Alan Steve;;Minda García;171;67;2003-05-14;right;5070;15797;male;active;https://cdn5.wyscout.com/photos/players/public/g-260530_100x130.png;190537;Ecuador;Ecuador;Midfielder;81;Cercle Brugge;https://cdn5.wyscout.com/photos/team/public/511_120x120.png;747815;81;190537;Right Winger;4;0;0;4;106;106;0,85;0;0,85;0;0;0;0;0;0,85;22,92;11,89;6,79;1,7;11,89;7,64;3,4;3;0,85;11,04;7,64;0;0;0;0;2,55;0,85;1,7;0,85;1,7;1,7;0;0;0,85;0,85;5,09;4,25;0,85;0;7,64;5,94;0,85;9,34;5,94;11,04;5,09;0;0;0;0;0;0;0,85;2,55;4;0;0,85;0;0,85;0,85;0,85;3;1,7;0;6,79;0,85;0;0,21;0,22;0;3,4;2,55;3,4;0;0;0;0;0;0,85;1,7;0,85;1,7;0;3,4;0,85;0;0;0,85;0,85;0,85;0;3,4;2,55;0;0;0;0;0;0;0;0;11,04;3,4;5,09;3,4;5,09;4,25;23,75;2,67;21;2,55;0;51,88;50,07;64,26;88,24;0;0;25;75;0;100;0;0;50;100;0;100;83,5;0;46,11;100;50;50;44,5;0;Right Winger;;;EXTR;Alan Steve Minda García;21
